title	link	description	pubDate
"NH투자<b>증권</b>, '투자가 문화로' 브랜드 디지털 플랫폼 오픈"	http://www.newscape.co.kr/news/articleView.html?idxno=71568	NH투자<b>증권</b> 관계자는 &quot;투자가 문화로를 통해 미래 주요 고객층인 <b>MZ</b>세대와의 관계를 강화하고 이후 실제 고객으로 연결될 수 있는 게이트웨이(gateway)로 자리 잡도록 노력하겠다&quot;고 말했다.	"Mon, 23 Aug 2021 13:47:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈...<b>MZ</b>세대 사로잡나"	http://www.babytimes.co.kr/news/articleView.html?idxno=49418	"미래에셋<b>증권</b>은 앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원한다는 방침이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만... "	"Fri, 20 Aug 2021 11:46:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 서비스 실시"	http://www.newspim.com/news/view/20210820000292	최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원하며 <b>MZ</b>세대(20~30대)의 많은 호응을 얻었다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용됐던 파생상품시장 모의거래 인증도 현재 적극... 	"Fri, 20 Aug 2021 10:20:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	https://www.ebn.co.kr/news/view/1497173/?sc=Naver	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용되었던... "	"Fri, 20 Aug 2021 10:04:00 +0900"
"[Stock, 톡톡] 한국투자<b>증권</b>, 미래에셋<b>증권</b>, 삼성자산운용, KB<b>증권</b>, KTB자산운..."	http://www.bizwnews.com/news/articleView.html?idxno=26955	권오만 미래에셋<b>증권</b> 디지털Biz본부장은 &quot;최근에 신규 개인 투자자와 <b>MZ</b>세대의 투자 비중이 높아지고 있다&quot;면서 &quot;앞으로도 m.Club은 쉽고?다양한 콘텐츠를 통해 고객의 투자에 도움 되는 서비스를 제공하기 위해... 	"Mon, 23 Aug 2021 16:09:00 +0900"
“소통 앞세운 <b>MZ</b>세대답게 즐기면서 일해요”	https://www.ksg.co.kr/news/main_newsView.jsp?pNum=131403	2년차 <b>MZ</b>세대(밀레니엄+Z세대) 물류인 헌내기다. 대학 시절 중국 유학을 통해 갈고 닦은 중국어 능력과... (웃음)” 민 주임은 현재 에미레이트쉬핑 수출 업무팀 소속으로서 주로 각 서비스 지역별로 생성될 선하<b>증권</b>(BL) 관리... 	"Mon, 23 Aug 2021 09:10:00 +0900"
고수 투자기법 엿볼 수 있는 미래에셋<b>증권</b> 'm클럽' 100만 고객 달성	https://www.ngetnews.com/news/articleView.html?idxno=402668	"미래에셋<b>증권</b> 권오만 디지털Biz본부장은 &quot;최근에 신규 개인투자자와 <b>MZ</b>세대의 투자 비중이 높아지고 있다&quot;며 &quot;m클럽은 앞으로도 쉽고, 다양한 콘텐츠를 통해 고객의 투자에 도움 되는 서비스를 제공하기 위해 최선을... "	"Mon, 23 Aug 2021 11:27:00 +0900"
"한국투자<b>증권</b>, '미니스탁' 누적 다운로드 100만회 돌파"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004592498	한국투자<b>증권</b>은 모바일 해외주식투자 플랫폼 '미니스탁(ministock)' 앱(응용 프로그램) 누적 다운로드 수가... 추구하는 <b>MZ</b>세대의 재테크 취향에 부합한다는 평가를 받는다. 미니스탁은 지난 6월 해외주식뿐만 아니라... 	"Tue, 17 Aug 2021 09:57:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.cnbnews.com/news/article.html?no=506921	"미래에셋<b>증권</b> 측은 현재 진행 중인 m.CHAPIONS LEAGUE 실전투자대회에서도 주린이 대상 모의투자 리그(국내 주식)를 별도로 운영 중이며, 최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원하며 <b>MZ</b>세대(20~30대)의... "	"Fri, 20 Aug 2021 10:22:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 시작"	https://www.ekn.kr/web/view.php?key=20210820010003313	최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원하는 등 <b>MZ</b>세대(20~30대)의 많은 호응을 얻었다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용됐던 파생상품시장 모의거래 인증도 현재... 	"Fri, 20 Aug 2021 13:14:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 선봬"	http://www.shinailbo.co.kr/news/articleView.html?idxno=1450155	"CHAPIONS LEAGUE 실전투자대회에서도 주린이 대상 모의투자 리그(국내주식)를 별도로?운영 중이며, 최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원해?<b>MZ</b>세대(20~30대)의 많은 호응을 얻었다. 미래에셋<b>증권</b>... "	"Fri, 20 Aug 2021 10:54:00 +0900"
"KB<b>증권</b> 주식투자 플랫폼 마블미니 초반 흥행, 빠른 피드백도 한몫"	https://www.businesspost.co.kr/BP?command=article_view&num=246674	KB<b>증권</b>이 <b>MZ</b>세대를 잡기 위해 내놓은 주식투자 플랫폼 마블(M-able)미니가 출시 1주일을 넘겼다. 대대적 홍보와 함께 이벤트에 유입된 고객들이 직관적 화면과 편리한 기능을 긍정적으로 평가하면서 초반 흥행에... 	"Sun, 22 Aug 2021 16:04:00 +0900"
'지점 줄이고 인력 늘리고'...<b>증권</b>사 1년새 급변	https://www.ekn.kr/web/view.php?key=20210823010003733	하반기 신입직원 공채서 10~15명을 추가로 채용할 방침이다.<b>증권</b>사들은 앞으로도 지점은 축소하고 디지털 인력 채용은 더욱 늘릴 전망이다. 주식투자가 비대면에 익숙한 <b>MZ</b>세대(1980년대 초~2000년대 초 출생)에게... 	"Mon, 23 Aug 2021 16:26:00 +0900"
"한국투자<b>증권</b>, ‘미니스탁’ 누적 다운로드 100만회 돌파"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005012629	한국투자<b>증권</b>에 따르면 미니스탁 이용객의 75%는 2030세대다. 최근 주식 투자 열풍을 이끌고 있는 <b>MZ</b>세대(1980년대 초∼2000년대 초 출생)들이 주력 사용자층인 셈이다. △한눈에 알아볼 수 있는 간결한 앱 사용자환경(UI)... 	"Tue, 17 Aug 2021 10:25:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.ftoday.co.kr/news/articleView.html?idxno=222315	"미래에셋<b>증권</b>은 앞으로도 투자에 처음 임하는 <b>MZ</b>세대를 대상으로 한 모의투자 대회의 운영 컨설팅, 비대면 투자 특강 등을 적극적으로 지원할 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만... "	"Fri, 20 Aug 2021 14:18:00 +0900"
"NH투자<b>증권</b>, '투자가 문화로' 디지털 플랫폼 오픈"	http://www.metroseoul.co.kr/article/20210823500227	"NH투자<b>증권</b> 관계자는 23일 &quot;언택트 시대에 <b>MZ</b>세대들에게 투자 진입 장벽을 낮추고, 투자자들에게 다양한 투자 경험을 제공하기 위해 이런 이벤트를 마련했다&quot;며 &quot;'투자가 문화로'를 통해 당사는 미래 주요 고객층인... "	"Mon, 23 Aug 2021 13:58:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.techholic.co.kr/news/articleView.html?idxno=199864	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용됐던 파생상품시장... "	"Fri, 20 Aug 2021 15:36:00 +0900"
"한국투자<b>증권</b>, '미니스탁' 누적 다운로드 100만회 돌파"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004631958	"미니스탁 이용객의 75%는 2030세대로, 최근 주식 투자 열풍을 이끌고 있는 <b>MZ</b>(밀레니얼+Z) 세대들이 주력 사용자층이다. 한국투자<b>증권</b>은 미니스탁의 인기 요인으로 △한 눈에 알아볼 수 있는 간결한 앱 UI(사용자 환경)... "	"Tue, 17 Aug 2021 11:27:00 +0900"
"NH투자<b>증권</b>, '투자가 문화로' 브랜드 디지털 플랫폼 오픈 ?"	http://www.businesskorea.co.kr/news/articleView.html?idxno=74630	"NH투자<b>증권</b> 관계자는 &quot;언택트 시대에 <b>MZ</b>세대들에게 투자 진입 장벽을 낮추고, 투자자들에게 다양한 투자 경험을 제공하기 위해 이런 이벤트를 마련했다&quot;며 &quot;'투자가 문화로'를 통해 당사는 미래 주요 고객층인 <b>MZ</b>세대와의... "	"Mon, 23 Aug 2021 11:28:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.thefirstmedia.net/news/articleView.html?idxno=80801	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용되었던... "	"Fri, 20 Aug 2021 15:28:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 서비스 개시"	http://www.datanews.co.kr/news/article.html?no=114706	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원할 예정이다. 미래에셋<b>증권</b> 관계자는 “기존 거래소의 모의거래 시스템만 허용됐던 파생상품시장... "	"Fri, 20 Aug 2021 10:36:00 +0900"
<b>MZ</b>세대 특화 재테크는 ‘앱테크’와 ‘리셀링’	http://www.ajunews.com/view/20210821185723877	한영훈 기자 han@ajunews.com <b>MZ</b>세대(밀레니얼+Z세대·1980~2004년생) 사이에 재테크 열풍이 활발하다. 이들의... 디지털 부동산 수익<b>증권</b> 유통플랫폼 서비스인 '카사코리아'가 대표적이다. 부동산 자체를 지분 형태로 쪼개... 	"Sun, 22 Aug 2021 08:02:00 +0900"
"[<b>증권</b>오늘] 미래에셋<b>증권</b>, 해외선물 모의투자 서비스 실시"	http://www.sisaon.co.kr/news/articleView.html?idxno=130748	최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원하며 <b>MZ</b>세대(20~30대)의 많은 호응을 얻었다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용됐던 파생상품시장 모의거래 인증도 현재... 	"Fri, 20 Aug 2021 13:24:00 +0900"
"하이투자<b>증권</b>, 카카오톡 채널 이벤트 실시…이모티콘 증정"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004592588	이모티콘은 <b>MZ</b>세대 연령층에 인기가 높은 '오늘의 짤' 브랜드와 콜라보레이션(협력)해 16종의 한정판으로 제작됐다. 주식 관련 이야기와 '오늘의 짤' 특유의 익살스러움을 담았다. 하이투자<b>증권</b>은 미국주식 매매서비스를... 	"Tue, 17 Aug 2021 11:24:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.finomy.com/news/articleView.html?idxno=98128	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용되었던... "	"Fri, 20 Aug 2021 14:22:00 +0900"
한국투자<b>증권</b> ‘미니스탁’ 누적 다운로드 100만 회 돌파	https://www.etoday.co.kr/news/view/2054142	한국투자<b>증권</b>에 따르면 미니스탁 이용객의 75%는 2030세대다. 최근 주식 투자 열풍을 이끌고 있는 <b>MZ</b> 세대들이 주력 사용자층인 셈이다. △한 눈에 알아볼 수 있는 간결한 앱 UI를 채택한 점 △1주 미만 소수점 주식에도... 	"Tue, 17 Aug 2021 10:08:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002522326	앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅과 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 “기존 거래소의 모의거래 시스템만 허용됐던... 	"Fri, 20 Aug 2021 11:22:00 +0900"
한국투자<b>증권</b> ‘미니스탁’ 누적 다운로드 100만회 돌파	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000725707	한국투자<b>증권</b>에 따르면 미니스탁 이용객의 75%는 2030세대다. 최근 주식 투자 열풍을 이끌고 있는 <b>MZ</b> 세대들이 주력 사용자층인 셈이다. ▲한 눈에 알아볼 수 있는 간결한 앱 UI(사용자환경)를 채택한 점 ▲1주 미만... 	"Tue, 17 Aug 2021 10:12:00 +0900"
"한국투자<b>증권</b>, '미니스탁' 누적 다운로드 100만회 돌파"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000618827	한국투자<b>증권</b>에 따르면 미니스탁 이용객의 75%는 2030세대다. 최근 주식 투자 열풍을 이끌고 있는 <b>MZ</b> 세대들이 주력 사용자층인 셈이다. ▲한 눈에 알아볼 수 있는 간결한 앱 UI를 채택한 점 ▲1주 미만 소수점 주식에도... 	"Tue, 17 Aug 2021 10:13:00 +0900"
"하이투자<b>증권</b>, 카카오톡 이모티콘 증정 이벤트 진행"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=018&aid=0005012478	"이모티콘은 <b>MZ</b>세대 연령층에 인기가 높은 ‘오늘의 짤’ 브랜드와 콜라보레이션(협력)하여 16종의 한정판으로 제작됐으며, 주식 관련 이야기와 ‘오늘의 짤’ 특유의 익살스러움을 담았다. 한편 하이투자<b>증권</b>은 미국주식... "	"Tue, 17 Aug 2021 09:24:00 +0900"
"미래에셋<b>증권</b>, ‘해외선물 모의투자’ 오픈"	http://www.segyebiz.com/newsView/20210820505360?OutUrl=naver	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 “기존 거래소의 모의거래 시스템만 허용되던... "	"Fri, 20 Aug 2021 10:52:00 +0900"
"미래에셋<b>증권</b> 해외선물 모의투자 내놔, 계좌개설도 한번에 가능"	https://www.businesspost.co.kr/BP?command=article_view&num=246600	"미래에셋<b>증권</b>은 앞으로도 투자를 처음 접하는 <b>MZ</b>세대(20~30대)를 대상으로 모의투자대회 운영 컨설팅, 비대면 투자특강 등을 적극 지원한다는 계획을 세웠다. 미래에셋<b>증권</b> 관계자는 &quot;파생상품을 처음 거래하는... "	"Fri, 20 Aug 2021 18:38:00 +0900"
"하이투자<b>증권</b>, 카카오톡 이모티콘 증정 이벤트"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=277&aid=0004954688	이모티콘은 <b>MZ</b>세대 연령층에 인기가 높은 ‘오늘의 짤’ 브랜드와 콜라보레이션(협력)해 16종의 한정판으로 제작됐다. 주식 관련 이야기와 ‘오늘의 짤’ 특유의 익살스러움을 담았다. 하이투자<b>증권</b>은 미국주식... 	"Tue, 17 Aug 2021 10:28:00 +0900"
"미래에셋<b>증권</b>, 'm.Club 100만 고객 달성' 기념 이벤트"	http://www.economytalk.kr/news/articleView.html?idxno=215224	"미래에셋<b>증권</b> 권오만 디지털Biz본부장은 &quot;최근에 신규 개인투자자와 <b>MZ</b>세대의 투자 비중이 높아지고 있다&quot;며 &quot;m.Club은 앞으로도 쉽고, 다양한 콘텐츠를 통해 고객의 투자에 도움 되는 서비스를 제공하기 위해... "	"Mon, 23 Aug 2021 12:18:00 +0900"
"미래에셋<b>증권</b>, m.Club 100만…이모티콘 이벤트"	http://www.metroseoul.co.kr/article/20210823500231	"권오만 미래에셋<b>증권</b> 디지털비즈(Biz)본부장은 23일 &quot;최근에 신규 개인투자자와 <b>MZ</b>세대의 투자 비중이 높아지고 있다&quot;며 &quot;m.Club은 앞으로도 쉽고, 다양한 콘텐츠를 통해 고객의 투자에 도움 되는 서비스를 제공하기... "	"Mon, 23 Aug 2021 13:58:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 서비스 개시"	http://www.newsworks.co.kr/news/articleView.html?idxno=566314	"미래에셋<b>증권</b>은 앞으로?투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을?적극 지원할?예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용했던... "	"Fri, 20 Aug 2021 12:08:00 +0900"
한화투자<b>증권</b> '국내주식 실전투자대회' 실시…총 상금 2억원	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004631887	신충섭 한화투자<b>증권</b> 채널전략실 상무는 &quot;원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자 고수까지 모두 참여하는 열린 실전투자대회를 준비했다&quot;며 &quot;단순한 수익률 경쟁을 넘어 사회적 책임을... 	"Tue, 17 Aug 2021 10:18:00 +0900"
"한화투자<b>증권</b>, 2021년 국내주식 실전투자대회"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000618858	신충섭 한화투자<b>증권</b> 채널전략실 상무는 &quot;원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자 고수까지 모두 참여하는 열린 실전투자대회를 준비했다&quot;며 &quot;단순한 수익률 경쟁을 넘어 사회적 책임을... 	"Tue, 17 Aug 2021 11:12:00 +0900"
한국투자<b>증권</b> '미니스탁' 누적 다운로드 100만회 돌파	https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021081712171235624	"<b>MZ</b>세대 사이에서 큰 인기를 끌고 있다.미니스탁은 지난 6월 해외 주식뿐만 아니라 해외 상장지수펀드(ETF) 역시 1,000원 단위로 투자할 수 있도록 하는 등 서비스 범위를 계속 넓혀 가고 있다.박경주 한국투자<b>증권</b>... "	"Tue, 17 Aug 2021 12:24:00 +0900"
"박재민 토스<b>증권</b> 대표, <b>MZ</b>세대 주린이 제대로 '취향 저격'"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000724053	토스<b>증권</b>이 돌풍을 일으킬 수 있었던 이유는 <b>MZ</b>세대(1980년대 초∼2000년대 초 출생) 주린이(주식+어린이)를 겨냥한 주식 이벤트가 대성공을 거뒀기 때문이다. 토스<b>증권</b>은 지난 4월과 5월 두 차례에 걸쳐 ‘주식 1주... 	"Wed, 11 Aug 2021 09:11:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈"	http://www.pinpointnews.co.kr/view.php?ud=202108201119075010cd1e7f0bdf_45	"앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅, 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 “기존 거래소의 모의거래 시스템만 허용되었던... "	"Fri, 20 Aug 2021 11:20:00 +0900"
"한국투자<b>증권</b>, 미니스탁 누적 다운로드 100만회 돌파"	http://biz.newdaily.co.kr/site/data/html/2021/08/17/2021081700229.html	뉴데일리 천진영 기자 = 한국투자<b>증권</b>은 모바일 해외주식투자 플랫폼 미니스탁 앱 누적 다운로드 수가... 등이 <b>MZ</b>세대의 재테크 취향에 부합한다는 평가다. 미니스탁은 지난 6월 해외주식뿐 아니라 해외 상장지수펀드... 	"Tue, 17 Aug 2021 18:24:00 +0900"
"한화투자<b>증권</b>, '원조의 귀환! 2021년 국내주식 실전투자대회' 개최"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004692962	"한화투자<b>증권</b> 채널전략실 신충섭 상무는 “원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자 고수까지 모두 참여하는 열린 실전투자대회를 준비했다”며, “단순한 수익률 경쟁을 넘어 사회적 책임을... "	"Tue, 17 Aug 2021 10:22:00 +0900"
"미래에셋<b>증권</b> 고객, 해외선물도 모의투자 가능해져"	http://www.smedaily.co.kr/news/articleView.html?idxno=211578	앞으로도 투자를 처음 접하는 <b>MZ</b>세대를 대상으로 하는 모의투자 대회 운영 컨설팅과 비대면 투자 특강 등을 적극 지원해나갈 예정이다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용됐던... 	"Fri, 20 Aug 2021 11:26:00 +0900"
"&quot;해외선물도 모의투자하세요&quot;… 미래에셋<b>증권</b>, 서비스 오픈"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000726905	최근 진행했던 대학생 모의투자 챌린지에서는 총 1426명이 지원하는 등 <b>MZ</b>세대(20~30대)의 호응을 얻은 바 있다. 미래에셋<b>증권</b> 관계자는 &quot;기존 거래소의 모의거래 시스템만 허용되었던 파생상품시장 모의거래 인증도... 	"Fri, 20 Aug 2021 10:35:00 +0900"
"미래에셋<b>증권</b>, 해외선물 모의투자 오픈?‘투자 감각 향상 기대’"	https://www.sporbiz.co.kr/article/20210820570123	모의투자자들의 관심에 미래에셋<b>증권</b>은 현재 주린이 대상 국내주식 모의투자 리그를 별도 운영 중이다. 또 최근 <b>MZ</b>세대를 대상한 ‘대학생 모의투자 챌린지’를 성공적으로 마무리하는 등 투자를 처음 접하는 개인... 	"Fri, 20 Aug 2021 14:46:00 +0900"
[오늘의 주요일정]금융·<b>증권</b>(8월23일 월요일)	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=003&aid=0010676530	"◇보도계획 ▲12:00 위폐전문가그룹, <b>MZ</b>세대 대상 위폐 교육영상 제작 및 배포 ▶ 네이버에서 뉴시스 구독하기 ▶ K-Artprice, 유명 미술작품 가격 공개 ▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기"	"Mon, 23 Aug 2021 05:00:00 +0900"
[기자수첩] 롤모델 '로빈후드'가 토스<b>증권</b>에 전하는 시사점	https://www.paxnetnews.com/articles/77543	다행인 점은 현재 토스<b>증권</b>은 <b>MZ</b>세대를 타깃으로 한다는 점을 제외하면 수익모델 면에선 로빈후드와 공통점이 없다는 점이다. 토스<b>증권</b>은 업계?최저 수준이긴 하지만 주식 거래 수수료(0.015%)를 부과해 받고 있다.... 	"Thu, 19 Aug 2021 09:00:00 +0900"
한화투자<b>증권</b> '국내 주식 실전투자대회' 개최	https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2021081712223235933	또 지역 연합 게시판 활동이 적극적인 고객을 주간 단위로 선정해 백화점 상품권 3만원을 지급한다.신충섭 한화투자<b>증권</b> 채널전략실 상무는 &quot;원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자... 	"Tue, 17 Aug 2021 12:34:00 +0900"
허세영 루센트블록 대표 “고가 상업용 빌딩 <b>증권</b>화…모든 이에 부동산 소유 ...	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=050&aid=0000058346	루센트블록의 핵심 서비스는 부동산 수익 <b>증권</b> 거래 플랫폼인 ‘소유’다. 주식처럼 부동산을 소액 투자해... 이미 <b>MZ</b>세대(밀레니얼+Z세대) 사이에서는 음원 저작권·그림·명품 등의 거래 개념이 달라지고 있다. 부동산도... 	"Fri, 20 Aug 2021 05:56:00 +0900"
"하이투자<b>증권</b>, '카톡 이모티콘' 증정 이벤트"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002520985	"이모티콘은 <b>MZ</b>세대 연령층에 인기가 높은 '오늘의 짤' 브랜드와 협력해 16종의 한정판으로 제작됐으며, 주식 관련 이야기와 '오늘의 짤' 특유의 익살스러움을 담았다. 하이투자<b>증권</b> 디지털전략부 관계자는 &quot;이번 카카오톡... "	"Tue, 17 Aug 2021 10:03:00 +0900"
"[<b>증권</b>소식] 미래에셋자산운용, 상반기 순익 3694억원 역대 최대 등"	https://www.asiatime.co.kr/article/20210817500277	한화투자<b>증권</b> 채널전략실 신충섭 상무는 &quot;원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자 고수까지 모두 참여하는 열린 실전투자대회를 준비했다&quot;며 &quot;단순한 수익률 경쟁을 넘어 사회적 책임을... 	"Tue, 17 Aug 2021 15:42:00 +0900"
"우리금융硏 &quot;<b>MZ</b>세대, 10년 뒤 경제활동 주축…금융권 과감한 혁신 필요&quot;"	http://www.ajunews.com/view/20210823095012413	"<b>MZ</b>세대의 경우 저금리 기조 속 수익률을 높이기 위해 주식 이외에도 다양한 디지털 플랫폼을 활용해 암호화폐나 디지털유동화<b>증권</b>(DABS), 미술품, 음악저작권 등으로 투자대상을 확대하고 있는 추세다. 또 젊은... "	"Mon, 23 Aug 2021 10:38:00 +0900"
"한화투자<b>증권</b>, 총 상금 2억원 '실전투자대회' 개최"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002521160	신충섭 한화투자<b>증권</b> 채널전략실 상무는 &quot;원조 실전투자대회의 귀환인 만큼 <b>MZ</b>세대 주린이부터 주식 투자 고수까지 모두 참여하는 열린 실전투자대회를 준비했다&quot;며 &quot;단순한 수익률 경쟁을 넘어 사회적 책임을... 	"Tue, 17 Aug 2021 14:46:00 +0900"
"채널 추가하면 '이모티콘'..하이투자<b>증권</b>, 카카오톡 친구추가 이벤트"	http://kpenews.com/View.aspx?No=2003994	하이투자<b>증권</b> 관계자는 &quot;<b>MZ</b>세대(밀레니얼+Z세대) 연령층에 인기가 높은 ‘오늘의 짤’ 브랜드와 협력해 16종의 이모티콘을 한정판으로 제작했다&quot;며 &quot;이번 카카오톡 이모티콘 이벤트를 통해 하이투자<b>증권</b> 브랜드를 널리... 	"Tue, 17 Aug 2021 15:36:00 +0900"
"하이투자<b>증권</b>, 카카오톡 이모티콘 선물 이벤트"	https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=123&aid=0002252617	이모티콘은 <b>MZ</b>세대에게 인기가 높은 ‘오늘의 짤’ 브랜드와 콜라보레이션해 16종의 한정판으로 제작했다. 주식 관련 이야기와 ‘오늘의 짤’ 특유의 익살스러움을 담았다. 이와 함께 하이투자<b>증권</b>은 연말까지 미국 주식... 	"Tue, 17 Aug 2021 14:03:00 +0900"
비상장 주식·NFT···미래 가치에 투자하는 <b>MZ</b>세대	http://www.facten.co.kr/news/articleView.html?idxno=205226	"암호화폐 거래소 업비트를 운영 중인 두나무에 따르면, 자사 앱 '<b>증권</b>플러스 비상장'의 지난 6월 기준 전체 회원 수 대비 <b>MZ</b>세대가 차지하는 비중은 약 45%로 확인됐다. '<b>증권</b>플러스 비상장'은 비상장 주식 투자... "	"Fri, 20 Aug 2021 15:36:00 +0900"
